name,D
pi,delta
budget,185438.6503
wp,2,2020/5,2023/4,4680
wp,3,2020/5,2023/4,130
wp,4,2020/5,2023/4,520
wp,5,2020/5,2023/4,130
wp,6,2020/5,2023/4,585
periods,1,2020/5,2021/4
periods,2,2021/5,2022/4
periods,3,2022/5,2023/4
target,D/CONTRACT 1,0,0.8,0.4
target,D/CONTRACT 2,0.4,0.9,0.9
target,alpha,0.07,0.07,0.07
target,delta,0.1,0.1,0.1
